ID,term,comparison,estimate,conf.low,conf.high,adj.p.value
NC_027303.1:11479344-11479484,temp,8-16,-0.0751016993316751,-0.404096876380417,0.253893477717067,0.622043691361811
NC_027303.1:11479344-11479484,salinity,32-26,0.517887666966527,0.188892489917785,0.846882844015269,0.00565593117184993
NC_027303.1:11479344-11479484,temp:salinity,8:26-16:26,-0.221705529276578,-0.867166003770172,0.423754945217017,0.7250569473401
NC_027303.1:11479344-11479484,temp:salinity,16:32-16:26,0.457598448182712,-0.187862026310882,1.10305892267631,0.197105015908393
NC_027303.1:11479344-11479484,temp:salinity,8:32-16:26,0.378050009264036,-0.219530271630862,0.975630290158934,0.27385046856748
NC_027303.1:11479344-11479484,temp:salinity,16:32-8:26,0.67930397745929,-0.010722294614873,1.36933024953345,0.0539222953074963
NC_027303.1:11479344-11479484,temp:salinity,8:32-8:26,0.599755538540614,-0.0457049359529805,1.24521601303421,0.07047136801178
NC_027303.1:11479344-11479484,temp:salinity,8:32-16:32,-0.0795484389186762,-0.72500891341227,0.565912035574918,0.980709280771076
NC_027304.1:35682502-35682817,temp,8-16,0.257701636355406,0.0699114122143085,0.445491860496503,0.0120930490491125
NC_027304.1:35682502-35682817,salinity,32-26,0.0279077061353146,-0.159882518005782,0.215697930276412,0.747383408409303
NC_027304.1:35682502-35682817,temp:salinity,8:26-16:26,0.330211425827549,-0.0382169756666557,0.698639827321754,0.0825640304422202
NC_027304.1:35682502-35682817,temp:salinity,16:32-16:26,0.105068779963344,-0.263359621530861,0.473497181457549,0.818849901628948
NC_027304.1:35682502-35682817,temp:salinity,8:32-16:26,0.282120879223806,-0.0589775402066008,0.623219298654212,0.114703687963427
NC_027304.1:35682502-35682817,temp:salinity,16:32-8:26,-0.225142645864205,-0.619009174420807,0.168723882692397,0.350353504724522
NC_027304.1:35682502-35682817,temp:salinity,8:32-8:26,-0.0480905466037435,-0.416518948097949,0.320337854890462,0.977268721668401
NC_027304.1:35682502-35682817,temp:salinity,8:32-16:32,0.177052099260462,-0.191376302233743,0.545480500754667,0.488399535402638
NC_027304.1:46554448-46554482,temp,8-16,-0.242209877590405,-0.421342409551115,-0.0630773456296963,0.0126091168973081
NC_027304.1:46554448-46554482,salinity,32-26,0.0411532400652838,-0.137979291895425,0.220285772025993,0.623083678698891
NC_027304.1:46554448-46554482,temp:salinity,8:26-16:26,-0.345677448171418,-0.707141724584993,0.0157868282421579,0.0621674490399395
NC_027304.1:46554448-46554482,temp:salinity,16:32-16:26,-0.065057879853414,-0.42652215626699,0.296406396560161,0.946883001417949
NC_027304.1:46554448-46554482,temp:salinity,8:32-16:26,-0.213094169699009,-0.574558446112585,0.148370106714566,0.334826261381575
NC_027304.1:46554448-46554482,temp:salinity,16:32-8:26,0.280619568318004,-0.0540313241354261,0.615270460771433,0.110647580068539
NC_027304.1:46554448-46554482,temp:salinity,8:32-8:26,0.132583278472408,-0.202067613981021,0.467234170925838,0.643759948583615
NC_027304.1:46554448-46554482,temp:salinity,8:32-16:32,-0.148036289845595,-0.482687182299025,0.186614602607834,0.563511178097415
NC_027308.1:69230527-69230601,temp,8-16,0.151609175335353,-0.159309304203357,0.462527654874064,0.293427585243362
NC_027308.1:69230527-69230601,salinity,32-26,0.494109611798383,0.183191132259673,0.805028091337094,0.00635804671082851
NC_027308.1:69230527-69230601,temp:salinity,8:26-16:26,0.239975502921428,-0.37064378471832,0.850594790561177,0.610846117151854
NC_027308.1:69230527-69230601,temp:salinity,16:32-16:26,0.582475939384458,-0.0281433482552906,1.19309522702421,0.0615643626059243
NC_027308.1:69230527-69230601,temp:salinity,8:32-16:26,0.645718787133737,0.0350994994939879,1.25633807477349,0.0386248793159291
NC_027308.1:69230527-69230601,temp:salinity,16:32-8:26,0.34250043646303,-0.268118851176719,0.953119724102778,0.341259240423054
NC_027308.1:69230527-69230601,temp:salinity,8:32-8:26,0.405743284212308,-0.20487600342744,1.01636257185206,0.223291424828125
NC_027308.1:69230527-69230601,temp:salinity,8:32-16:32,0.0632428477492786,-0.54737643989047,0.673862135389027,0.98648810028672
NC_027309.1:24479586-24479622,temp,8-16,-0.22597589625523,-0.41575352033501,-0.0361982721754487,0.0241825722352279
NC_027309.1:24479586-24479622,salinity,32-26,-0.0478315936722339,-0.239575877782335,0.143912690437867,0.590551499430383
NC_027309.1:24479586-24479622,temp:salinity,8:26-16:26,-0.335419358936195,-0.733454210515379,0.062615492642988,0.106571554802708
NC_027309.1:24479586-24479622,temp:salinity,16:32-16:26,-0.143594623518079,-0.515922134169259,0.228732887133101,0.652023080871651
NC_027309.1:24479586-24479622,temp:salinity,8:32-16:26,-0.287487922762584,-0.659815433413764,0.084839587888596,0.148130207367273
NC_027309.1:24479586-24479622,temp:salinity,16:32-8:26,0.191824735418117,-0.180502775233064,0.564152246069297,0.432848670663134
NC_027309.1:24479586-24479622,temp:salinity,8:32-8:26,0.0479314361736112,-0.324396074477569,0.420258946824791,0.978148355699801
NC_027309.1:24479586-24479622,temp:salinity,8:32-16:32,-0.143893299244505,-0.488601592303647,0.200814993814636,0.596274150572782
NC_027312.1:101051567-101051738,temp,8-16,-0.00229766445496205,-0.160984768780128,0.156389439870204,0.975147785532494
NC_027312.1:101051567-101051738,salinity,32-26,0.276910012757476,0.11822290843231,0.435597117082642,0.00274304954646265
NC_027312.1:101051567-101051738,temp:salinity,8:26-16:26,-0.350067846410078,-0.670276123004097,-0.0298595698160586,0.031294155080681
NC_027312.1:101051567-101051738,temp:salinity,16:32-16:26,-0.00271804711545787,-0.299173305699729,0.293737211468814,0.999991955921618
NC_027312.1:101051567-101051738,temp:salinity,8:32-16:26,0.256151680785349,-0.0403035777989223,0.55260693936962,0.0978351277228158
NC_027312.1:101051567-101051738,temp:salinity,16:32-8:26,0.34734979929462,0.0271415227006008,0.667558075888639,0.0326614732075143
NC_027312.1:101051567-101051738,temp:salinity,8:32-8:26,0.606219527195427,0.286011250601408,0.926427803789446,0.000680168544620052
NC_027312.1:101051567-101051738,temp:salinity,8:32-16:32,0.258869727900807,-0.0375855306834644,0.555324986485078,0.0935751611861377
NC_027323.1:12266089-12266162,temp,8-16,-0.0779090994782097,-0.217439740150333,0.0616215411939133,0.247153913486036
NC_027323.1:12266089-12266162,salinity,32-26,0.0921717892752527,-0.0473588513968703,0.231702429947376,0.175639654114431
NC_027323.1:12266089-12266162,temp:salinity,8:26-16:26,0.0974295475624937,-0.171451628339872,0.36631072346486,0.710037902031754
